date,GSPC/HKD
2010-08-18,8501.295217565917
2010-08-19,8357.860263940429
2010-08-20,8331.53194248047
2010-08-23,8298.083470117188
2010-08-24,8179.656643029785
2010-08-25,8207.512134228515
2010-08-26,8143.810824169922
2010-08-27,8280.700131140136
2010-08-30,8159.444129846192
2010-08-31,8162.213063171387
2010-09-01,8399.903227734374
2010-09-02,8472.584040246582
2010-09-03,8582.705481884766
2010-09-07,8481.08530250244
2010-09-08,8538.549523059082
2010-09-09,8579.92068935547
2010-09-10,8619.428599316407
2010-09-13,8713.685299621582
2010-09-14,8706.126080407714
2010-09-15,8738.418272827148
2010-09-16,8734.447223449708
2010-09-17,8741.106556567382
2010-09-20,8872.457220703125
2010-09-21,8845.832807373046
2010-09-22,8801.219031323242
2010-09-23,8728.905424975586
2010-09-24,8909.77406286621
2010-09-27,8860.991761169433
2010-09-28,8904.54484116211
2010-09-29,8881.845445458985
2010-09-30,8855.483381103515
2010-10-01,8892.988340234375
2010-10-04,8820.05564025879
2010-10-05,9002.893075
2010-10-06,8995.799116796876
2010-10-07,8981.566396435546
2010-10-08,9039.46691940918
2010-10-11,9040.785207299805
2010-10-12,9075.54371953125
2010-10-13,9141.466760559082
2010-10-14,9105.948910546875
2010-10-15,9123.822994482422
2010-10-18,9190.150579980469
2010-10-19,9046.917829443359
2010-10-20,9146.723136169434
2010-10-21,9163.066611816406
2010-10-22,9181.055382971192
2010-10-25,9198.277046118164
2010-10-26,9199.618001660156
2010-10-27,9174.274436157226
2010-10-28,9180.450883203126
2010-10-29,9171.211683691407
2010-11-01,9181.905987854005
2010-11-02,9251.59936767578
2010-11-03,9285.387657226564
2010-11-04,9464.070196142578
2010-11-05,9500.950235778808
2010-11-08,9481.043775
2010-11-09,9405.427609240722
2010-11-10,9446.952133203125
2010-11-11,9406.02748876953
2010-11-12,9295.436170214844
2010-11-15,9285.556875
2010-11-16,9141.090118847656
2010-11-17,9142.793800854492
2010-11-18,9279.851819628906
2010-11-19,9302.826241552735
2010-11-22,9289.967638916016
2010-11-23,9159.985115478516
2010-11-24,9298.596635559083
2010-11-26,9234.739669555664
2010-11-29,9224.26301184082
2010-11-30,9167.325294165039
2010-12-01,9369.233770751953
2010-12-02,9487.13512553711
2010-12-03,9507.790839746094
2010-12-06,9493.001218103027
2010-12-07,9499.359375
2010-12-08,9540.050987548828
2010-12-09,9585.958499999999
2010-12-10,9642.621709790039
2010-12-13,9648.79376015625
2010-12-14,9649.885532348633
2010-12-15,9605.148328125
2010-12-16,9666.66996102295
2010-12-17,9675.381027856445
2010-12-20,9694.924286364745
2010-12-21,9753.13475020752
2010-12-22,9793.019630102539
2010-12-23,9772.895025878906
2010-12-27,9786.302337988282
2010-12-28,9791.459577978516
2010-12-29,9804.616012011718
2010-12-30,9788.69640999756
2010-12-31,9775.887361865234
2011-01-03,9881.666740063476
2011-01-04,9868.183420654297
